record_id,language,chapter_id,chapter_title,dialogue,length_chars,length_words,dialogue_id,character,speaker,speaker_confidence,attribution_method,emotion,emotion_score,polarity,subjectivity,affect_method
en_ch13_dlg0031,en,13,CHAPTER XIII,But no. Little golden things that make the idlers laugh. But I am serious! I do not have time to daydream.,106,21,D000193,little_prince,little_prince,0.55,previous_speaker_window,joy,1.0,1.0,0.75,multilingual_lexicon_character_context_v2
en_ch13_dlg0032,en,13,CHAPTER XIII,That's right. Stars.,20,3,D000194,businessman,businessman,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch13_dlg0033,en,13,CHAPTER XIII,"Five hundred and one million six hundred and twenty-two thousand seven hundred and thirty-one. I am serious, I am precise.",122,20,D000195,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
en_ch13_dlg0034,en,13,CHAPTER XIII,What do I do with it?,21,6,D000196,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2
en_ch13_dlg0036,en,13,CHAPTER XIII,Nothing. I own them.,20,4,D000197,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
en_ch13_dlg0037,en,13,CHAPTER XIII,You got the stars?,18,4,D000198,businessman,businessman,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch13_dlg0039,en,13,CHAPTER XIII,"Kings do not possess. They ""reign"" over. It is very different.",62,11,D000199,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch13_dlg0040,en,13,CHAPTER XIII,It's good for me to be rich.,28,7,D000200,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.2,multilingual_lexicon_character_context_v2
en_ch13_dlg0041,en,13,CHAPTER XIII,"To buy other stars, if someone finds them.",42,8,D000201,businessman,businessman,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch13_dlg0042,en,13,CHAPTER XIII,"Who are they? Riposta, grumpy, businessman.",43,6,D000202,businessman,businessman,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch13_dlg0043,en,13,CHAPTER XIII,I do not know. To no one.,25,7,D000203,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2
en_ch13_dlg0044,en,13,CHAPTER XIII,That's enough ?,15,3,D000204,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch13_dlg0045,en,13,CHAPTER XIII,"Of course. When you find a diamond that belongs to no one, it is yours. When you find an island that belongs to no one, it is yours. When you have an idea first, you patent it: it is yours. And I possess the stars, since no one before me thought of possessing them.",265,54,D000205,businessman,businessman,0.65,keyword_rules,curiosity,1.0,0.0,0.95,multilingual_lexicon_character_context_v2
en_ch13_dlg0046,en,13,CHAPTER XIII,"I deal with them. I count them and recount them, says the businessman. It's difficult. But I'm a serious man! """,111,21,D000206,businessman,businessman,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
en_ch13_dlg0047,en,13,CHAPTER XIII,What does it mean ?,19,5,D000207,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch13_dlg0048,en,13,CHAPTER XIII,And that's all ?,16,4,D000208,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch13_dlg0049,en,13,CHAPTER XIII,"That's enough ! """,17,4,D000209,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch14_dlg0000,en,14,CHAPTER XIV,"Maybe this man is absurd. However, it is less absurd than the king, the vain, the businessman and the drinker. At least his work makes sense. When he lights his lamppost, it is as if he were creating another star, or a flower. When he turns off his lamppost, it puts the flower or the star to sleep. It is a very pretty occupation. This is really useful since it is beautiful.",376,72,D000210,rose,rose,0.65,keyword_rules,curiosity,0.4286,0.0,0.4214,multilingual_lexicon_character_context_v2
en_ch14_dlg0001,en,14,CHAPTER XIV,Hello. Why did you just turn off your street lamp?,50,10,D000211,lamplighter,lamplighter,0.65,keyword_rules,curiosity,0.8,0.0,0.57,multilingual_lexicon_character_context_v2
en_ch14_dlg0002,en,14,CHAPTER XIV,replied the lighter. Hello.,27,4,D000212,lamplighter,lamplighter,0.55,previous_speaker_window,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch14_dlg0005,en,14,CHAPTER XIV,But why have you just turned it on?,35,8,D000213,lamplighter,lamplighter,0.55,previous_speaker_window,curiosity,0.8,0.0,0.57,multilingual_lexicon_character_context_v2
en_ch14_dlg0006,en,14,CHAPTER XIV,"That is the order,",18,4,D000214,king,king,0.65,keyword_rules,anger,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch14_dlg0007,en,14,CHAPTER XIV,"I do not understand,",20,4,D000215,king,king,0.55,previous_speaker_window,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2
en_ch14_dlg0008,en,14,CHAPTER XIV,"There is nothing to understand,",31,5,D000216,king,king,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch14_dlg0009,en,14,CHAPTER XIV,And he put out his street lamp. Then he wiped his forehead with a red-checked handkerchief.,91,16,D000217,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch14_dlg0012,en,14,CHAPTER XIV,"said the lighter. That is the tragedy! The planet from year to year has turned faster and faster, and the deposit has not changed! - So ? Said the little prince.",161,31,D000218,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch14_dlg0013,en,14,CHAPTER XIV,I turn on and off once a minute! - Now that's funny ! The days at your house last a minute!,91,21,D000219,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
en_ch14_dlg0014,en,14,CHAPTER XIV,said the lighter. It's been a month since we've been talking together. - A month ? - Yes. Thirty minutes. Thirty days ! Good evening.,133,25,D000220,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch14_dlg0015,en,14,CHAPTER XIV,You know ... I know a way to rest when you want ...,51,13,D000221,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.85,multilingual_lexicon_character_context_v2
en_ch14_dlg0016,en,14,CHAPTER XIV,"I always want,",14,3,D000222,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.2,multilingual_lexicon_character_context_v2
en_ch14_dlg0017,en,14,CHAPTER XIV,Y our planet is so small that you go around it in three strides. You only have to walk slowly to stay in the sun. When you want to rest you will walk ... and the day will last as long as you want.,196,44,D000223,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2
en_ch14_dlg0018,en,14,CHAPTER XIV,said the lighter. What I like about life is sleeping.,53,10,D000224,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2
en_ch14_dlg0019,en,14,CHAPTER XIV,said the little prince.,23,4,D000225,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch14_dlg0020,en,14,CHAPTER XIV,said the lighter. Hello.,24,4,D000226,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch14_dlg0022,en,14,CHAPTER XIV,"as he pursued his journey further, he would be despised by all the others, by the king, by the vain, by the drinker, by the businessman.",136,26,D000227,king,king,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch14_dlg0023,en,14,CHAPTER XIV,He sighed with regret and said to himself again:,48,9,D000228,king,king,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch14_dlg0024,en,14,CHAPTER XIV,So ? Said the little prince.,28,6,D000229,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch14_dlg0025,en,14,CHAPTER XIV,Now that's funny ! The days at your house last a minute!,56,12,D000230,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch14_dlg0026,en,14,CHAPTER XIV,A month ?,9,3,D000231,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch14_dlg0027,en,14,CHAPTER XIV,Yes. Thirty minutes. Thirty days ! Good evening.,48,8,D000232,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch15_dlg0000,en,15,CHAPTER XV,"Here! Here is an explorer! Cried he, when he perceived the little prince. The little prince sat down on the table and breathed a little. He already had traveled so much !",170,32,D000233,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0001,en,15,CHAPTER XV,"I am a geographer,",18,4,D000234,geographer,geographer,0.75,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
en_ch15_dlg0002,en,15,CHAPTER XV,What is a geographer?,21,4,D000235,geographer,geographer,0.75,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0003,en,15,CHAPTER XV,"He is a scientist who knows where the seas, rivers, cities, mountains and deserts are.",86,15,D000236,geographer,geographer,0.7,sandwich_propagation,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0004,en,15,CHAPTER XV,said the little prince. It's finally a real job! And he cast a glance around him on the geographer's planet. He had never seen a planet so majestic.,148,28,D000237,geographer,geographer,0.75,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch15_dlg0005,en,15,CHAPTER XV,"I cannot know,",14,3,D000238,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2
en_ch15_dlg0006,en,15,CHAPTER XV,Ah! (The little prince was disappointed.) And mountains?,56,8,D000239,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0007,en,15,CHAPTER XV,said the geographer.,20,3,D000240,geographer,geographer,0.75,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch15_dlg0011,en,15,CHAPTER XV,"but I am not an explorer. I absolutely lack explorers. It is not the geographer who will count cities, rivers, mountains, seas, oceans and deserts. The geographer is too important to stroll. He does not leave his office. But he receives the explorers there. He interrogates them, and takes note of their memories. And if the memories of one of them seem interesting to him, the geographer makes investigate the morality of the explorer. - Why this ?",449,78,D000241,geographer,geographer,0.8500000000000001,keyword_rules,curiosity,0.6667,1.0,0.6167,multilingual_lexicon_character_context_v2
en_ch15_dlg0012,en,15,CHAPTER XV,And also an explorer who would drink too much. - Why this ? Said the little prince.,83,17,D000242,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0013,en,15,CHAPTER XV,"Then the geographer would note two mountains, where there is only one.",70,12,D000243,geographer,geographer,0.75,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0014,en,15,CHAPTER XV,"said the little prince, who would be a bad explorer. - It's possible. So when the morality of the explorer seems good, an inquiry is made into his discovery. - We will see ? - No. It's too complicated. But the explorer is required to provide evidence. If, for example, the discovery of a large mountain is required, it is required to bring large stones.",353,65,D000244,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0015,en,15,CHAPTER XV,But you come from a distance! You're an explorer! You're going to describe your planet!,87,15,D000245,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch15_dlg0016,en,15,CHAPTER XV,"So ? Inquired the geographer. - Oh ! At home,",45,10,D000246,geographer,geographer,0.75,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0017,en,15,CHAPTER XV,"it's not very interesting, it's very small. I have three volcanoes. Two active volcanoes, and an extinct volcano. But we never know.",132,22,D000247,geographer,geographer,0.7,sandwich_propagation,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2
en_ch15_dlg0018,en,15,CHAPTER XV,said the geographer. - I also have a flower.,44,9,D000248,geographer,geographer,0.75,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
en_ch15_dlg0019,en,15,CHAPTER XV,said the geographer. - Why this ! This is the nicest!,53,11,D000249,geographer,geographer,0.75,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0020,en,15,CHAPTER XV,- What does 'ephemeral' mean?,29,5,D000250,geographer,geographer,0.7,sandwich_propagation,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0021,en,15,CHAPTER XV,"said the geographer,",20,3,D000251,geographer,geographer,0.75,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch15_dlg0022,en,15,CHAPTER XV,"But the extinct volcanoes can wake up,",38,7,D000252,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch15_dlg0024,en,15,CHAPTER XV,"Whether volcanoes are extinguished or awakened is the same for us,",66,11,D000253,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch15_dlg0025,en,15,CHAPTER XV,But what does,13,3,D000254,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0026,en,15,CHAPTER XV,"mean? Repeated the little prince, who had never given up a question in his life once he had asked it. - It means",112,23,D000255,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0027,en,15,CHAPTER XV,. - My flower is threatened with disappearance soon? - Of course.,65,12,D000256,rose,rose,0.65,keyword_rules,curiosity,0.5,0.0,0.55,multilingual_lexicon_character_context_v2
en_ch15_dlg0028,en,15,CHAPTER XV,"thought the little prince,",26,4,D000257,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch15_dlg0029,en,15,CHAPTER XV,This was his first movement of regret. But he resumed his courage:,66,12,D000258,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch15_dlg0031,en,15,CHAPTER XV,replied the geographer. She has a good reputation ...,53,9,D000259,geographer,geographer,0.75,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch15_dlg0032,en,15,CHAPTER XV,What is this big book? Said the little prince. What are you doing here ?,72,15,D000260,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0033,en,15,CHAPTER XV,Why this ?,10,3,D000261,little_prince,little_prince,0.7,sandwich_propagation,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0034,en,15,CHAPTER XV,Why this ? Said the little prince.,34,7,D000262,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0035,en,15,CHAPTER XV,"It's possible. So when the morality of the explorer seems good, an inquiry is made into his discovery.",102,18,D000263,geographer,geographer,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0036,en,15,CHAPTER XV,We will see ?,13,4,D000264,geographer,geographer,0.7,sandwich_propagation,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch15_dlg0037,en,15,CHAPTER XV,"No. It's too complicated. But the explorer is required to provide evidence. If, for example, the discovery of a large mountain is required, it is required to bring large stones.",177,30,D000265,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch15_dlg0038,en,15,CHAPTER XV,"Oh ! At home, ""said the little prince, "" it's not very interesting, it's very small. I have three volcanoes. Two active volcanoes, and an extinct volcano. But we never know.",173,31,D000266,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2
en_ch15_dlg0039,en,15,CHAPTER XV,I also have a flower.,21,5,D000267,rose,rose,0.65,keyword_rules,love,0.5,0.0,0.55,multilingual_lexicon_character_context_v2
en_ch15_dlg0040,en,15,CHAPTER XV,Why this ! This is the nicest!,30,7,D000268,rose,rose,0.55,previous_speaker_window,curiosity,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
en_ch15_dlg0041,en,15,CHAPTER XV,What does 'ephemeral' mean?,27,4,D000269,rose,rose,0.55,previous_speaker_window,curiosity,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2
en_ch15_dlg0042,en,15,CHAPTER XV,"It means ""who is threatened with the near disappearance""",56,9,D000270,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
en_ch15_dlg0043,en,15,CHAPTER XV,My flower is threatened with disappearance soon?,48,7,D000271,rose,rose,0.65,keyword_rules,curiosity,0.5,0.0,0.55,multilingual_lexicon_character_context_v2
en_ch17_dlg0002,en,17,CHAPTER XVII,"On the Earth, in Africa,",24,5,D000272,little_prince,little_prince,0.6,chapter_dominance,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
en_ch17_dlg0003,en,17,CHAPTER XVII,Ah! ... So there is nobody on Earth?,36,8,D000273,little_prince,little_prince,0.6,chapter_dominance,curiosity,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2
en_ch17_dlg0004,en,17,CHAPTER XVII,"There is no one in the deserts. The Earth is great,",51,11,D000274,little_prince,little_prince,0.6,chapter_dominance,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
en_ch17_dlg0006,en,17,CHAPTER XVII,if the stars are illuminated so that everyone can one day find his own. Look at my planet. She's just above us ... But how far she is!,134,28,D000275,businessman,businessman,0.65,keyword_rules,curiosity,0.5,0.0,0.55,multilingual_lexicon_character_context_v2
en_ch17_dlg0007,en,17,CHAPTER XVII,said the serpent. What are you doing here ?,43,9,D000276,snake,snake,0.65,keyword_rules,fear,0.4,0.0,0.41,multilingual_lexicon_character_context_v2
en_ch17_dlg0008,en,17,CHAPTER XVII,said the little prince.,23,4,D000277,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
en_ch17_dlg0009,en,17,CHAPTER XVII,Where are the men ? Resumed the little prince. We're a little alone in the desert ...,85,17,D000278,little_prince,little_prince,0.65,keyword_rules,curiosity,0.6667,-1.0,0.5167,multilingual_lexicon_character_context_v2
en_ch17_dlg0010,en,17,CHAPTER XVII,said the serpent. The little prince looked at him for a long time:,66,13,D000279,little_prince,little_prince,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2
en_ch17_dlg0011,en,17,CHAPTER XVII,"he said at last, thin as a finger.",34,8,D000280,little_prince,little_prince,0.7,sandwich_propagation,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
en_ch17_dlg0012,en,17,CHAPTER XVII,said the serpent. The little prince smiled:,43,7,D000281,little_prince,little_prince,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2
en_ch17_dlg0013,en,17,CHAPTER XVII,"I can carry you farther than a ship,",36,8,D000282,little_prince,little_prince,0.55,previous_speaker_window,sadness,0.5,0.0,0.55,multilingual_lexicon_character_context_v2
en_ch17_dlg0014,en,17,CHAPTER XVII,"The one I touch, I return to the earth from which he came out,",62,14,D000283,little_prince,little_prince,0.55,previous_speaker_window,sadness,0.5,0.0,0.55,multilingual_lexicon_character_context_v2
en_ch17_dlg0015,en,17,CHAPTER XVII,The little prince answered nothing.,35,5,D000284,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
en_ch17_dlg0016,en,17,CHAPTER XVII,"said the little prince,",23,4,D000285,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
en_ch17_dlg0017,en,17,CHAPTER XVII,"I will resolve them all,",24,5,D000286,little_prince,little_prince,0.7,sandwich_propagation,sadness,0.5,0.0,0.55,multilingual_lexicon_character_context_v2
en_ch17_dlg0018,en,17,CHAPTER XVII,On what planet have I fallen? Asked the little prince.,54,10,D000287,little_prince,little_prince,0.65,keyword_rules,curiosity,0.75,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch17_dlg0019,en,17,CHAPTER XVII,"Oh ! I understood very well, ""said the little prince, "" but why do you always speak in riddles?",95,19,D000288,little_prince,little_prince,0.65,keyword_rules,curiosity,0.75,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch18_dlg0002,en,18,CHAPTER XVIII,"Men ? There are, I believe, six or seven of them. I saw them years ago. But you never know where to find them. The wind sends them rambling. They lack roots, they are very embarrassed.",184,36,D000289,unknown,unknown,0.0,no_match,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2
en_ch18_dlg0003,en,18,CHAPTER XVIII,said the little prince.,23,4,D000290,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch18_dlg0004,en,18,CHAPTER XVIII,Where are the men ? The little prince asked politely.,53,10,D000291,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch19_dlg0000,en,19,CHAPTER XIX,"From a mountain high like this,",31,6,D000292,rose,rose,0.6,chapter_dominance,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
en_ch19_dlg0001,en,19,CHAPTER XIX,I shall suddenly see the whole planet and all the men.,54,11,D000293,rose,rose,0.6,chapter_dominance,love,0.5,0.0,0.55,multilingual_lexicon_character_context_v2
en_ch19_dlg0003,en,19,CHAPTER XIX,Who are you? Who are you? Who are you?,38,9,D000294,rose,rose,0.6,chapter_dominance,curiosity,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
en_ch19_dlg0004,en,19,CHAPTER XIX,"Be my friends, I am alone,",26,6,D000295,rose,rose,0.6,chapter_dominance,love,0.5,-1.0,0.65,multilingual_lexicon_character_context_v2
en_ch19_dlg0005,en,19,CHAPTER XIX,I am alone ... I am alone ... I am alone ...,44,12,D000296,rose,rose,0.6,chapter_dominance,sadness,0.6667,-1.0,0.6167,multilingual_lexicon_character_context_v2
en_ch19_dlg0006,en,19,CHAPTER XIX,"What a strange planet! He thought then. It is quite dry, and all pointed and salty. And men lack imagination. They repeat what they are told ... At home I had a flower: it always spoke first ...",194,38,D000297,rose,rose,0.65,keyword_rules,curiosity,0.5,0.0,0.55,multilingual_lexicon_character_context_v2
en_ch19_dlg0007,en,19,CHAPTER XIX,Hello ... Hello ... Hello ... replied the echo.,47,9,D000298,rose,rose,0.55,previous_speaker_window,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
en_ch19_dlg0008,en,19,CHAPTER XIX,Who are you ? Said the little prince.,37,8,D000299,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch20_dlg0002,en,20,CHAPTER XX,"Who are you ? He asked, stunned.",32,7,D000300,unknown,unknown,0.0,no_match,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
en_ch20_dlg0003,en,20,CHAPTER XX,said the roses.,15,3,D000301,unknown,unknown,0.0,no_match,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch20_dlg0004,en,20,CHAPTER XX,"She would be very upset,",24,5,D000302,unknown,unknown,0.0,no_match,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch20_dlg0005,en,20,CHAPTER XX,if she saw that-she would cough so much and pretend to die to escape ridicule.,78,15,D000303,unknown,unknown,0.0,no_match,sadness,0.5,-1.0,0.45,multilingual_lexicon_character_context_v2
en_ch20_dlg0006,en,20,CHAPTER XX,Then he said to himself again:,30,6,D000304,unknown,unknown,0.0,no_match,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
en_ch21_dlg0002,en,21,CHAPTER XXI,"I am here,",10,3,D000305,fox,fox,0.6,chapter_dominance,love,0.8,0.0,0.67,multilingual_lexicon_character_context_v2
en_ch21_dlg0003,en,21,CHAPTER XXI,under the apple-tree.,21,3,D000306,fox,fox,0.6,chapter_dominance,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2
en_ch21_dlg0004,en,21,CHAPTER XXI,"I am a fox,",11,4,D000307,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.67,multilingual_lexicon_character_context_v2
en_ch21_dlg0005,en,21,CHAPTER XXI,"Come play with me,",18,4,D000308,fox,fox,0.55,previous_speaker_window,love,0.6667,0.0,0.7167,multilingual_lexicon_character_context_v2
en_ch21_dlg0006,en,21,CHAPTER XXI,"I cannot play with you,",23,5,D000309,fox,fox,0.55,previous_speaker_window,love,0.6667,0.0,0.6167,multilingual_lexicon_character_context_v2
en_ch21_dlg0010,en,21,CHAPTER XXI,"You're not from here,",21,4,D000310,fox,fox,0.55,previous_speaker_window,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2
en_ch21_dlg0011,en,21,CHAPTER XXI,what are you looking for?,25,5,D000311,fox,fox,0.55,previous_speaker_window,love,0.4444,0.0,0.4278,multilingual_lexicon_character_context_v2
en_ch21_dlg0012,en,21,CHAPTER XXI,"I am looking for men,",21,5,D000312,fox,fox,0.55,previous_speaker_window,love,0.8,0.0,0.67,multilingual_lexicon_character_context_v2
en_ch21_dlg0015,en,21,CHAPTER XXI,"said the fox,",13,3,D000313,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2
en_ch21_dlg0016,en,21,CHAPTER XXI,It is very embarrassing! They also breed chickens. That is their only interest. Are you looking for chickens?,109,18,D000314,fox,fox,0.55,previous_speaker_window,love,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2
en_ch21_dlg0017,en,21,CHAPTER XXI,said the little prince. I am looking for some friends. What does,64,12,D000315,little_prince,little_prince,0.65,keyword_rules,love,0.5,0.0,0.55,multilingual_lexicon_character_context_v2
en_ch21_dlg0019,en,21,CHAPTER XXI,said the fox. It means,22,5,D000316,fox,fox,0.65,keyword_rules,love,0.8,0.0,0.57,multilingual_lexicon_character_context_v2
en_ch21_dlg0020,en,21,CHAPTER XXI,- Create links ?,16,4,D000317,fox,fox,0.7,sandwich_propagation,love,0.5714,0.0,0.4786,multilingual_lexicon_character_context_v2
en_ch21_dlg0021,en,21,CHAPTER XXI,"said the fox. You are but a little boy to me, like a hundred thousand little boys. And I do not need you. And you do not need me either. I am only a fox to you like a hundred thousand foxes. But if you tame me, we will need one another. You will be unique in the world for me. I will be for you unique in the world ...",318,71,D000318,fox,fox,0.75,keyword_rules,love,0.9,1.0,0.96,multilingual_lexicon_character_context_v2
